date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:11:17	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jul%202024%2001:11:25%20GMT	https://go-tailwind.preview.uideck.com/404.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/404.html	(from https://go-tailwind.preview.uideck.com/)
03:11:18	22213/22213	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Jul%202024%2001:11:26%20GMT	https://go-tailwind.preview.uideck.com/404	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/404.html	(from https://go-tailwind.preview.uideck.com/)
03:11:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jul%202024%2001:11:26%20GMT	https://go-tailwind.preview.uideck.com/signin.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/signin.html	(from https://go-tailwind.preview.uideck.com/)
03:11:18	28220/28220	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Jul%202024%2001:11:26%20GMT	https://go-tailwind.preview.uideck.com/signin	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/signin.html	(from https://go-tailwind.preview.uideck.com/)
03:11:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jul%202024%2001:11:26%20GMT	https://go-tailwind.preview.uideck.com/signup.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/signup.html	(from https://go-tailwind.preview.uideck.com/)
03:11:18	28644/28644	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Jul%202024%2001:11:27%20GMT	https://go-tailwind.preview.uideck.com/signup	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/signup.html	(from https://go-tailwind.preview.uideck.com/)
03:11:19	235237/235237	---M--	200	added ('OK')	image/jpeg	etag:%22755f304d305bc6be8203a548023951cd%22	https://go-tailwind.preview.uideck.com/src/images/hero/image-2.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/hero/image-2.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:19	132306/132306	---M--	200	added ('OK')	image/jpeg	etag:%22a8b45620110436ebf2ecb8119ddc809a%22	https://go-tailwind.preview.uideck.com/src/images/about/image-1.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/about/image-1.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:19	141905/141905	---M--	200	added ('OK')	image/jpeg	etag:%2274cc58b01f77f60da694cc2736aad80b%22	https://go-tailwind.preview.uideck.com/src/images/hero/image-1.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/hero/image-1.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:19	70584/70584	---M--	200	added ('OK')	image/jpeg	etag:%2274aa874b3d420ab6abda2ec1e8714938%22	https://go-tailwind.preview.uideck.com/src/images/about/image-2.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/about/image-2.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:20	71905/71905	---M--	200	added ('OK')	image/jpeg	etag:%22e8cc6a86fb79ad807984a9a20505b73a%22	https://go-tailwind.preview.uideck.com/src/images/team/image-1.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/team/image-1.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:20	81556/81556	---M--	200	added ('OK')	image/jpeg	etag:%22749bde3f881bc6ecd5600a12ef92a361%22	https://go-tailwind.preview.uideck.com/src/images/team/image-2.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/team/image-2.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:20	69683/69683	---M--	200	added ('OK')	image/jpeg	etag:%2231d1ee2dd374518890e02e8ead772d20%22	https://go-tailwind.preview.uideck.com/src/images/team/image-3.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/team/image-3.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:20	67926/67926	---M--	200	added ('OK')	image/jpeg	etag:%22ba79eae3933b543ea0478c4553b76e6b%22	https://go-tailwind.preview.uideck.com/src/images/portfolio/image-1.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/portfolio/image-1.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:21	84824/84824	---M--	200	added ('OK')	image/jpeg	etag:%22b80cbe769ef609c2c2140e1e4819df51%22	https://go-tailwind.preview.uideck.com/src/images/portfolio/image-2.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/portfolio/image-2.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:21	22571/22571	---M--	200	added ('OK')	image/jpeg	etag:%2222a8a8188c109816c6ba4ffdc5c5d0a2%22	https://go-tailwind.preview.uideck.com/src/images/portfolio/image-3.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/portfolio/image-3.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:21	67126/67126	---M--	200	added ('OK')	image/jpeg	etag:%22eb93514b7bf925464f71b9f792d6b0de%22	https://go-tailwind.preview.uideck.com/src/images/portfolio/image-4.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/portfolio/image-4.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:21	86920/86920	---M--	200	added ('OK')	image/jpeg	etag:%2267b43b7b18d086655dc31554d74faaf0%22	https://go-tailwind.preview.uideck.com/src/images/testimonial/image-1.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/testimonial/image-1.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:21	3062/3062	---MCZ	-1	error ('Error%20when%20decompressing')	image/svg+xml	etag:W/%22437f1e61a8d37a78f3aab086dee48a30%22	https://go-tailwind.preview.uideck.com/src/images/brands/uideck.svg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/brands/uideck.svg	(from https://go-tailwind.preview.uideck.com/)
03:11:22	7042/7042	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d99209891cdf657de12325223b2a7c89%22	https://go-tailwind.preview.uideck.com/src/images/brands/uideck-2.svg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/brands/uideck-2.svg	(from https://go-tailwind.preview.uideck.com/)
03:11:22	6509/6509	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c3ebb338fa091e8522f80de12159b9b3%22	https://go-tailwind.preview.uideck.com/src/images/brands/tailadmin.svg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/brands/tailadmin.svg	(from https://go-tailwind.preview.uideck.com/)
03:11:22	6493/6493	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223065a52e5f7cc985f442b6a08cd1d68b%22	https://go-tailwind.preview.uideck.com/src/images/brands/tailadmin-2.svg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/brands/tailadmin-2.svg	(from https://go-tailwind.preview.uideck.com/)
03:11:22	12860/12860	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263f2aaed5f088c525944920e0a517606%22	https://go-tailwind.preview.uideck.com/src/images/brands/graygrids.svg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/brands/graygrids.svg	(from https://go-tailwind.preview.uideck.com/)
03:11:23	13246/13246	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b71b526b8378435e10dc3591d7d0707c%22	https://go-tailwind.preview.uideck.com/src/images/brands/graygrids-2.svg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/brands/graygrids-2.svg	(from https://go-tailwind.preview.uideck.com/)
03:11:23	4198/4198	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263fa0b3d57a663a27a231ac4b114719b%22	https://go-tailwind.preview.uideck.com/src/images/brands/lineicons.svg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/brands/lineicons.svg	(from https://go-tailwind.preview.uideck.com/)
03:11:23	4390/4390	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22670e580683f572570d41c8738d47280a%22	https://go-tailwind.preview.uideck.com/src/images/brands/lineicons-2.svg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/brands/lineicons-2.svg	(from https://go-tailwind.preview.uideck.com/)
03:11:23	8181/8181	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d0bf41c828bbd896a4b7ce46b5d823f2%22	https://go-tailwind.preview.uideck.com/src/images/brands/plainadmin.svg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/brands/plainadmin.svg	(from https://go-tailwind.preview.uideck.com/)
03:11:23	8369/8369	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2204de5bc4ce5ee2d4686b79178564f701%22	https://go-tailwind.preview.uideck.com/src/images/brands/plainadmin-2.svg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/brands/plainadmin-2.svg	(from https://go-tailwind.preview.uideck.com/)
03:11:24	83884/83884	---M--	200	added ('OK')	image/jpeg	etag:%227cce68a447ee54ea6077012415dcfc43%22	https://go-tailwind.preview.uideck.com/src/images/blog/image-1.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/blog/image-1.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:24	87375/87375	---M--	200	added ('OK')	image/jpeg	etag:%227f3d9d7bc9a05270ae8a119b2059e848%22	https://go-tailwind.preview.uideck.com/src/images/blog/image-2.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/blog/image-2.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:24	115050/115050	---M--	200	added ('OK')	image/jpeg	etag:%222e211cfef0db749550aeac67b8d1c1e8%22	https://go-tailwind.preview.uideck.com/src/images/blog/image-3.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/blog/image-3.jpg	(from https://go-tailwind.preview.uideck.com/)
03:11:24	1766/1766	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2021%20Jul%202024%2001:11:32%20GMT	https://go-tailwind.preview.uideck.com/cdn-cgi/l/email-protection	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/cdn-cgi/l/email-protection.html	(from https://go-tailwind.preview.uideck.com/)
03:11:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jul%202024%2001:11:33%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/)
03:11:25	0/-1	---MCZ	200	added ('OK')	application/javascript	etag:W/%226696a9e8-4d7%22	https://go-tailwind.preview.uideck.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://go-tailwind.preview.uideck.com/)
03:11:25	236779/236779	---MCZ	200	added ('OK')	application/javascript	etag:W/%228f0cc7eeb43ba687e7677d4bcc1e8778%22	https://go-tailwind.preview.uideck.com/bundle.js	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/bundle.js	(from https://go-tailwind.preview.uideck.com/)
03:11:25	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2021%20Jul%202024%2001:11:34%20GMT	https://go-tailwind.preview.uideck.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://go-tailwind.preview.uideck.com/)
03:11:26	0/-1	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2021%20Jul%202024%2001:11:34%20GMT	https://go-tailwind.preview.uideck.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/bbfecc7f1c71/main.js?	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/bbfecc7f1c71/maind41d.js	(from https://go-tailwind.preview.uideck.com/)
03:11:26	88892/88892	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c7fa84fa7a4743439d10564e8ad6c010%22	https://go-tailwind.preview.uideck.com/src/images/NoisePattern.svg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/NoisePattern.svg	(from https://go-tailwind.preview.uideck.com/style.css)
03:11:27	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2021%20Jul%202024%2001:11:35%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index.31.delayed	(from https://go-tailwind.preview.uideck.com/blog-grids)
03:11:27	0/-1	---M--	308	error ('')			https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index.32.delayed	(from https://go-tailwind.preview.uideck.com/blog-grids)
03:11:27	0/-1	---M--	308	error ('')			https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index.33.delayed	(from https://go-tailwind.preview.uideck.com/blog-details)
03:11:27	7181/7181	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2021%20Jul%202024%2001:11:35%20GMT	https://go-tailwind.preview.uideck.com/%22./images/blog/blog-details.jpg%22	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/_/images/blog/blog-details.jpg_	(from https://go-tailwind.preview.uideck.com/blog-details)
03:11:27	22213/22213	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jul%202024%2001:11:35%20GMT	https://go-tailwind.preview.uideck.com/%22./images/blog/NoisePatern.svg%22	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/_/images/blog/NoisePatern.svg_	(from https://go-tailwind.preview.uideck.com/blog-details)
03:11:27	4035/4035	---M--	200	added ('OK')	image/png	etag:%222bd2c196e1cbecfbcbd82d118c17746a%22	https://go-tailwind.preview.uideck.com/src/images/blog/author.png	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/blog/author.png	(from https://go-tailwind.preview.uideck.com/blog-details)
03:11:28	239820/239820	---M--	200	added ('OK')	image/jpeg	etag:%2215209ca939dd7db26b2356dc913e6fde%22	https://go-tailwind.preview.uideck.com/src/images/blog/blog-details-2.jpg	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/src/images/blog/blog-details-2.jpg	(from https://go-tailwind.preview.uideck.com/blog-details)
03:11:28	0/-1	---M--	308	error ('')			https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index.38.delayed	(from https://go-tailwind.preview.uideck.com/blog-details)
03:11:28	0/-1	---M--	308	error ('')			https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index.39.delayed	(from https://go-tailwind.preview.uideck.com/404)
03:11:28	0/-1	---M--	308	error ('')			https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index.3a.delayed	(from https://go-tailwind.preview.uideck.com/404)
03:11:28	0/-1	---M--	308	error ('')			https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index.3b.delayed	(from https://go-tailwind.preview.uideck.com/404)
03:11:28	0/-1	---M--	308	error ('')			https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index.3c.delayed	(from https://go-tailwind.preview.uideck.com/signin)
03:11:28	0/-1	---M--	308	error ('')			https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index.3d.delayed	(from https://go-tailwind.preview.uideck.com/signin)
03:11:28	0/-1	---M--	308	error ('')			https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index.3e.delayed	(from https://go-tailwind.preview.uideck.com/signup)
03:11:28	0/-1	---M--	308	error ('')			https://go-tailwind.preview.uideck.com/index.html	C:/Users/Andrea/Desktop/Siti/Nuova%20attivit%c3%a0/go-tailwind.preview.uideck.com/index.3f.delayed	(from https://go-tailwind.preview.uideck.com/signup)
